stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,23.35,0,5.84,7.51,9.17,0,3.34,0.83
3dpf,17.24,0,0.57,4.02,32.18,0,1.72,0.57
5dpf,51.17,0.52,4.65,2.07,45.48,0.52,2.58,10.34
10dpf,33.26,0.63,2.51,2.51,23.22,0,1.88,0.63
