stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,10.32,0,0,20.65,10.32,0
12hpf,15.42,0,1.93,1.93,3.86,0,0,3.86,9.64,1.93
14hpf,16.72,3.34,3.34,0,3.34,0,0,13.38,10.03,3.34
16hpf,20.51,2.05,0,4.1,10.25,4.1,2.05,6.15,10.25,4.1
19hpf,32.84,0,0,0,4.38,0,4.38,0,0,6.57
24hpf,34,0,0,2,7,3,7,2,6,0
2dpf,120.94,4.17,7.51,20.85,51.71,150.13,31.69,10.01,34.2,90.91
3dpf,493.05,17.24,5.17,6.32,9.19,138.49,3.45,0,5.75,47.12
5dpf,49.62,10.85,13.44,17.57,12.4,132.82,16.54,5.69,26.36,192.78
10dpf,177.59,32,18.2,14.43,9.41,115.47,13.18,0.63,17.57,53.34
