stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,485.18,0,0,0,103.23,0,0,41.29,175.49,185.81
12hpf,1386.05,52.05,17.35,28.92,177.35,38.56,1.93,52.05,493.5,291.09
14hpf,859.37,6.69,20.06,137.1,93.63,36.78,16.72,13.38,250.79,167.19
16hpf,760.85,16.41,6.15,84.08,129.2,57.42,18.46,22.56,198.93,184.57
19hpf,676.46,2.19,0,59.11,35.03,24.08,8.76,2.19,37.22,56.92
24hpf,399,3,3,12,71,28,8,1,46,28
2dpf,301.94,5,9.17,35.87,154.3,205.18,11.68,0,43.37,35.03
3dpf,390.76,5.17,3.45,9.19,10.92,135.04,2.87,0,9.77,17.81
5dpf,85.79,3.1,14.47,25.32,19.12,175.2,6.72,6.2,20.67,68.22
10dpf,124.88,3.77,6.9,11.3,5.02,90.36,2.51,0,13.18,9.41
