stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,247.75,0,20.65,0,51.61,0,0,0,350.98,175.49
12hpf,478.08,63.62,28.92,13.49,154.22,32.77,1.93,107.95,747.97,451.09
14hpf,387.89,20.06,96.97,36.78,90.28,36.78,10.03,83.6,809.21,789.15
16hpf,555.77,116.9,151.76,73.83,168.17,65.63,26.66,73.83,385.55,914.66
19hpf,667.7,35.03,32.84,63.49,120.41,24.08,19.7,50.35,52.54,1341.97
24hpf,625,67,458,62,242,87,44,18,112,579
2dpf,786.53,43.37,93.42,179.33,422.88,688.11,125.95,38.37,249.39,940.84
3dpf,2688.76,72.41,91.94,93.67,137.34,1148.72,36.2,1.72,107.46,399.38
5dpf,405.71,91.48,194.33,281.67,115.77,971.12,77.52,133.86,197.43,1652.82
10dpf,922.47,88.48,313.14,202.69,61.5,666.44,42.04,5.02,108.56,307.49
