stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
16hpf,2.05,0,0,0
2dpf,0,0,0,1.67
3dpf,2.3,0,0,0.57
5dpf,0.52,0.52,0.52,1.55
10dpf,3.14,0,0,0
