stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
16hpf,0,4.1,0,0
19hpf,0,0,2.19,0
2dpf,0.83,2.5,0.83,0
5dpf,1.03,1.55,1.03,0.52
10dpf,1.26,3.14,0,0
