stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,0,0.57,0,0,0,0,0.57
5dpf,0,10.34,0,1.03,1.03,0.52,1.03
10dpf,0.63,1.26,0.63,0,0,0,0
