stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.83,3.34
3dpf,0.57,0,0,0
5dpf,0,0.52,1.03,2.07
10dpf,1.88,0,1.88,0.63
