stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,0,0,0,1.15,0,0,2.3
5dpf,0.52,0,0.52,0,0.52,0.52,4.65
10dpf,0.63,1.88,0,0,0,0,6.9
