stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.67,2.5,6.67,0,4.17,0
3dpf,20.69,0,3.45,0,0,0
5dpf,1.03,0.52,3.62,0.52,0,1.03
10dpf,6.28,0.63,0.63,0,0,0
