stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.17,0,0,0,0
3dpf,32.75,0.57,0.57,0,0
5dpf,2.58,0.52,0.52,0,1.03
10dpf,12.55,0,1.26,0.63,0
