stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,0,0,0,2.19,0,0,2.19
24hpf,0,0,0,0,0,0,1
2dpf,4.17,0,0.83,11.68,0,0.83,87.58
3dpf,1.72,0.57,0,2.87,0,0.57,14.37
5dpf,0.52,0,0.52,2.07,0,4.65,7.75
10dpf,0,0.63,0.63,1.26,0.63,2.51,3.77
