stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,165.17,10.32,0,0,92.91,20.65,0,0,309.69,20.65
12hpf,82.89,5.78,1.93,3.86,152.29,11.57,0,32.77,321.93,9.64
14hpf,93.63,3.34,20.06,10.03,83.6,0,0,43.47,377.86,13.38
16hpf,45.12,0,2.05,2.05,41.02,18.46,2.05,28.71,430.67,20.51
19hpf,151.05,2.19,6.57,8.76,26.27,24.08,6.57,10.95,172.95,19.7
24hpf,79,0,4,10,53,28,6,10,181,2
2dpf,342.81,0,28.36,50.88,216.86,556.33,35.87,2.5,134.29,70.06
3dpf,1084.36,4.02,35.63,26.43,29.88,622.34,13.79,0,35.05,43.1
5dpf,132.31,10.85,123.01,107.5,41.86,534.4,33.59,13.44,117.32,240.84
10dpf,470.02,13.81,121.11,65.89,21.96,347.03,23.85,1.26,84.72,52.09
