stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,2.5
3dpf,3.45,0,0,0.57,2.3
5dpf,0.52,0,1.03,0,4.65
10dpf,3.14,0.63,1.26,0,1.88
