stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,17.35,1.93,0,0,0,0,5.78,0
2dpf,6.67,0,3.34,6.67,15.01,1.67,5,0.83
3dpf,3.45,0,0,0,1.72,0,0,1.15
5dpf,0.52,0,0,0.52,2.07,0,0,1.55
10dpf,2.51,0,0.63,0,0,0,0,0.63
