stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6152.47,103.23,0,0,970.36,72.26,0,82.58,2126.53,2085.23
12hpf,2876.2,57.83,3.86,73.25,684.35,80.97,11.57,79.04,977.37,875.2
14hpf,3169.98,50.16,113.69,177.22,598.55,200.63,40.13,46.81,876.09,829.28
16hpf,2337.93,98.44,157.91,166.12,758.8,334.28,71.78,98.44,908.51,1119.75
19hpf,6983.5,56.92,146.68,199.22,853.78,350.27,179.51,74.43,494.76,1668.16
24hpf,2944,29,621,186,902,327,67,14,303,400
2dpf,1679.83,53.38,201.01,213.52,1226.09,1105.15,172.65,15.85,367.83,490.44
3dpf,526.95,5.75,37.93,16.66,17.24,162.62,12.64,0,10.92,27.58
5dpf,289.94,22.74,192.26,138.51,116.8,684.28,51.68,43.93,137.99,427.93
10dpf,392.21,26.98,154.37,112.96,48.32,507.05,36.4,1.88,53.34,70.28
