stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,1.67,0,0
3dpf,13.22,0,1.15,0,0
5dpf,4.13,0,1.55,0.52,0.52
10dpf,7.53,0.63,0.63,0,0
