stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,1,0,0,0
2dpf,1.67,0,0,2.5,0,0.83,1.67
3dpf,8.05,0,0,3.45,0.57,0,0
5dpf,3.1,0.52,0,28.94,2.58,0,0.52
10dpf,5.02,1.26,0.63,10.04,1.26,0,0
