stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
24hpf,1,0,0,0,0,0
2dpf,20.02,0,0,0.83,0,0
3dpf,6.32,0,0,0.57,0,0
5dpf,28.94,0,0.52,2.07,0.52,1.55
10dpf,5.65,0.63,0.63,1.26,0,2.51
