stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,0,1.93,0,0,0,0
2dpf,0.83,0,0,0.83,0.83,0.83
3dpf,32.75,0,0,2.87,0,0
5dpf,2.07,0,0,1.03,0,1.55
10dpf,6.9,0,0.63,0.63,0,0
