stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,10.32
12hpf,0,0,0,0,0,0,0,5.78,0,0
14hpf,20.06,0,0,6.69,16.72,3.34,0,46.81,13.38,56.85
16hpf,34.86,0,6.15,53.32,30.76,24.61,4.1,57.42,24.61,94.34
19hpf,78.81,0,0,63.49,39.41,24.08,81,32.84,17.51,175.13
24hpf,144,2,17,179,185,103,113,17,125,123
2dpf,578.01,18.35,40.87,250.22,451.24,877.45,174.32,42.54,340.3,512.96
3dpf,1727.38,24.71,39.65,133.32,104.01,1413.63,43.67,0.57,131.02,256.87
5dpf,491.5,63.57,139.03,441.89,129.72,1519.99,152.98,97.68,265.13,1020.74
10dpf,1165.33,65.26,91.62,240.97,60.87,1035.43,70.28,4.39,149.35,224.66
