stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,10.32,0,0
12hpf,36.63,0,1.93,0,1.93,3.86,0,1.93,0,3.86
14hpf,100.32,0,0,13.38,3.34,30.09,0,3.34,30.09,10.03
16hpf,166.12,4.1,12.3,16.41,38.97,38.97,2.05,2.05,121,20.51
19hpf,240.81,0,0,2.19,37.22,10.95,0,0,10.95,8.76
24hpf,454,3,9,9,34,45,19,0,666,25
2dpf,671.43,5,26.69,40.87,163.48,331.13,44.21,6.67,123.44,94.25
3dpf,2656.58,11.49,10.92,17.81,18.96,364.9,8.62,0,27.01,34.48
5dpf,132.31,9.82,34.63,41.35,27.91,357.13,32.04,14.99,58.92,193.81
10dpf,787.55,21.34,40.79,32,10.67,158.14,14.43,0,22.59,29.49
