stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.5,0.83,0.83,0
3dpf,2.3,0.57,0,0
5dpf,0.52,0.52,1.55,1.03
10dpf,1.88,0,0,0
