stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,2,0,0,0,0,0,0
2dpf,1.67,0,0,1.67,1.67,0.83,0
3dpf,80.45,0.57,0,0,4.6,0,0
5dpf,2.07,0.52,0.52,0,5.69,1.03,2.07
10dpf,55.85,0,0,0.63,3.14,0.63,0
