stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,1.67,0,0.83,0.83,0.83
3dpf,5.75,0,1.15,0,4.6
5dpf,1.03,0.52,1.03,0,3.1
10dpf,3.14,0.63,0,0,9.41
