stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,4955.01,92.91,20.65,0,877.45,72.26,0,92.91,1951.04,1589.73
12hpf,4067.55,73.25,19.28,77.11,917.61,156.15,5.78,131.09,1603.89,1062.19
14hpf,3664.87,23.41,157.16,177.22,688.84,331.04,66.88,33.44,1150.29,989.78
16hpf,2602.49,63.58,151.76,116.9,748.55,274.81,69.73,51.27,863.39,785.46
19hpf,4376.18,37.22,74.43,63.49,492.57,190.46,116.03,17.51,348.08,680.84
24hpf,1373,11,74,26,258,102,39,3,174,116
2dpf,658.09,25.86,39.2,65.89,358.65,504.62,60.89,5,201.01,198.51
3dpf,1444.08,19.54,16.09,21.26,17.81,235.6,13.79,0,43.1,49.99
5dpf,164.87,12.92,81.66,51.17,45.48,379.35,27.39,17.06,110.6,247.56
10dpf,338.87,15.06,53.34,31.38,26.36,301.84,16.94,0.63,55.85,41.42
