stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0.83,0,2.5,0
3dpf,0,3.45,0,0.57,1.15,0
5dpf,0.52,4.13,0,0,3.1,3.62
10dpf,1.26,22.59,0,0,0,0.63
