stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,1,0,0,0
2dpf,2.5,0.83,5,11.68,3.34,0
3dpf,10.34,0,0.57,4.02,0.57,1.15
5dpf,1.03,0.52,1.03,7.75,0.52,4.13
10dpf,6.28,1.26,0,1.88,0,0
