stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.5,0.83,0.83,0.83,0,0
3dpf,1.72,0,0,1.15,0,0
5dpf,0,0,0,0,0.52,1.55
