stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0.83,5,0.83,0,0,0,0
3dpf,6.32,25.86,1.15,0,5.17,0,0,0.57
5dpf,2.07,9.3,5.17,0.52,3.62,0.52,0.52,2.58
10dpf,1.88,33.26,4.39,0,1.26,0.63,0.63,0
