stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,2.19,0,0,0,0,0,0,0
3dpf,0.57,0,0,0,0.57,0,0,0
5dpf,0.52,0.52,8.27,1.03,5.69,0.52,0.52,2.07
10dpf,1.88,1.26,9.41,0.63,4.39,0,0,0.63
