stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,3.34,0,0,1.67,3.34
3dpf,2.3,0,0.57,2.87,1.72
5dpf,0,0,0,1.55,11.37
10dpf,3.14,0.63,0,1.26,5.02
