stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,3.34,0
24hpf,0,0,0,12,4,3,0,0
2dpf,6.67,0,1.67,64.22,127.61,5.84,19.18,1.67
3dpf,22.99,0,0,2.3,95.97,4.6,1.15,0.57
5dpf,4.13,0.52,1.55,1.03,49.1,2.58,4.13,3.1
10dpf,17.57,0,0.63,0,26.98,1.88,1.88,1.26
