stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0
2dpf,0.83,0,0.83,0,5
3dpf,10.92,0,1.15,0,0
5dpf,0,0.52,1.03,0,0
10dpf,7.53,0,0.63,0.63,0
