stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0.83,3.34,0,0,0,3.34
3dpf,1.72,0,0.57,0.57,3.45,0,0,1.15,0
5dpf,1.03,0,0,0,5.17,1.03,0.52,0.52,1.03
10dpf,3.14,0.63,0.63,0,11.92,0,0,0.63,0
