stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,0.83
3dpf,7.47,0,0.57,1.15,0.57,2.3,0,21.84
5dpf,0.52,1.03,1.03,1.03,0.52,3.62,2.07,75.97
10dpf,3.77,0,1.26,2.51,0,3.14,0,18.83
