stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1063.26,0,0,0,72.26,10.32,0,175.49,103.23,61.94
12hpf,1154.72,0,0,1.93,117.59,17.35,1.93,321.93,206.27,98.32
14hpf,1461.27,0,0,0,86.94,70.22,0,130.41,417.98,120.38
16hpf,1015.15,18.46,4.1,8.2,102.54,49.22,2.05,147.66,354.79,184.57
19hpf,1622.19,4.38,0,4.38,56.92,37.22,2.19,37.22,67.86,52.54
24hpf,924,2,9,10,120,40,7,23,69,50
2dpf,609.71,7.51,6.67,45.87,458.74,685.61,20.02,22.52,246.89,77.57
3dpf,678.08,2.87,4.02,18.39,64.36,957.93,2.3,0.57,70.11,43.1
5dpf,181.92,21.19,13.44,65.64,50.13,684.8,11.37,31.01,74.94,157.12
10dpf,243.48,12.55,2.51,35.77,30.75,547.21,3.14,0.63,53.34,48.32
