stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.83,0,0
3dpf,1.15,1.15,0,0,0,0,0
5dpf,0,3.1,0,0.52,2.58,0.52,1.03
10dpf,1.26,26.98,0.63,0,0,0,0
