stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,1.67,0,0.83,5,1.67
3dpf,1.15,0,0.57,9.19,0,0,0.57,0
5dpf,1.03,0.52,0.52,14.99,1.03,0,4.65,1.03
10dpf,1.26,0,0,15.69,0,0,0.63,0
