stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,1,14
2dpf,9.17,0,0.83,0,5.84,0,14.18
3dpf,4.6,0,0,0,2.3,0,10.34
5dpf,1.55,2.07,1.55,0.52,2.58,0,16.02
10dpf,0,1.88,0,0,0.63,0,5.02
