stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0.83,0,0.83,0,0.83
3dpf,0.57,2.87,0.57,1.15,0,0
5dpf,1.03,3.1,0.52,1.55,1.03,1.03
10dpf,1.88,5.65,0,0.63,0,0
