stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,2,0,0,0,0
2dpf,0,0,0,18.35,0,0,0,0.83
3dpf,2.3,0,0,34.48,1.15,0.57,0,0.57
5dpf,0.52,0.52,0.52,49.62,0.52,0.52,1.55,0.52
10dpf,3.77,0,0.63,43.3,0,0.63,0,0.63
