stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,6.67,2.5
3dpf,0,0,0.57,18.39,0.57
5dpf,0.52,0,0,8.79,0.52
10dpf,0,0.63,0.63,10.67,1.88
