stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,2.87,0.57,0,0
5dpf,0.52,5.17,1.55,1.03,1.55
10dpf,0.63,18.83,0,0.63,0
