stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,5
3dpf,1.15,0.57,0,0,0.57,0,11.49
5dpf,0,0,0.52,0.52,2.07,0.52,19.64
10dpf,0,0,0,0,0.63,0.63,15.06
