stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,0.57,0,0,0,0,0,0,19.54
5dpf,0.52,1.03,0,0.52,1.55,0.52,0,127.14
10dpf,6.28,1.26,0.63,0,0.63,0,0.63,42.67
