stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,2.5
3dpf,2.87,1.15,0,0,1.72,0.57,1.72
5dpf,0,0,0.52,0.52,1.03,0.52,6.2
10dpf,0.63,0,0.63,0,1.88,0,3.77
