stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,9.17,0,1.67,0.83,0.83,0.83,0.83,1.67
3dpf,56.89,0.57,0,1.72,0,0,0.57,0
5dpf,4.65,0,0,13.95,0,1.55,0,0
10dpf,11.92,0,0,3.14,0,0,0.63,0.63
