stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,1.67,0,0.83,0
3dpf,5.75,0,0,0.57
5dpf,8.27,0.52,2.58,1.03
10dpf,9.41,0,1.26,0
