stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,0.83,0,0,0,0,0,0,2.5
3dpf,26.43,1.15,0,0.57,0,0,0,2.3
5dpf,3.62,0,0.52,0,1.03,1.03,1.03,5.69
10dpf,12.55,0,0,0.63,1.26,0.63,0,0
