stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,51.61,0,0,0,0,0,0,0,10.32,144.52
12hpf,36.63,3.86,0,7.71,26.99,0,0,11.57,7.71,113.74
14hpf,190.6,0,0,36.78,80.25,3.34,0,3.34,20.06,458.11
16hpf,153.81,12.3,0,14.36,41.02,10.25,0,0,16.41,285.06
19hpf,324,2.19,0,10.95,63.49,8.76,0,15.32,4.38,299.92
24hpf,80,3,0,8,33,11,1,1,6,65
2dpf,448.73,15.01,4.17,110.93,190.17,363.66,20.02,54.21,61.72,286.09
3dpf,698.19,34.48,3.45,66.66,45.4,745.31,24.71,1.72,12.07,149.41
5dpf,293.56,52.72,20.67,235.67,46.51,656.89,40.83,94.58,58.92,648.62
10dpf,369.62,41.42,8.16,117.98,15.69,367.73,15.06,3.14,26.36,89.74
