stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,3.34,0,0,0,0,0,0,0
2dpf,1.67,0,5,1.67,0,0,0,7.51
3dpf,13.22,2.87,5.17,0,0,2.3,0,22.41
5dpf,2.58,4.13,37.21,1.03,0,5.17,1.03,181.92
10dpf,19.45,8.16,40.79,2.51,0.63,5.65,1.26,39.53
