stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0.83,0
3dpf,45.4,0,0.57,0,1.15,0,0,0
5dpf,1.55,0,0,0.52,2.58,0.52,1.03,2.07
10dpf,35.77,0.63,0,0,0.63,0,0,0
