stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1001.33,113.55,0,0,1083.91,82.58,0,196.14,2147.17,949.71
12hpf,3121.03,192.78,5.78,175.43,1374.49,244.82,11.57,356.63,2479.09,1534.49
14hpf,1464.61,90.28,120.38,200.63,936.28,334.39,33.44,143.79,1825.75,2109.98
16hpf,2725.54,207.13,164.07,239.95,1419.17,477.84,110.74,215.34,1886.75,2323.58
19hpf,3285.97,59.11,81,164.19,891,345.89,186.08,91.95,645.81,2416.86
24hpf,2238,76,119,160,1259,501,152,40,762,1077
2dpf,879.95,55.88,75.9,124.28,1251.95,2161.93,157.64,127.61,590.53,1411.26
3dpf,2327.31,84.47,25.28,30.46,117.23,1740.03,43.1,1.15,122.4,356.28
5dpf,564.38,75.97,93.55,248.59,169,1916.4,70.29,112.67,369.53,1548.94
10dpf,1174.11,75.3,63.38,90.36,45.18,876.66,28.24,3.14,84.09,239.72
