stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,61.94,0,0,0,0,0,0,0,10.32,82.58
12hpf,318.08,17.35,1.93,19.28,163.86,44.34,0,57.83,275.67,246.75
14hpf,193.94,6.69,23.41,26.75,70.22,40.13,6.69,10.03,86.94,140.44
16hpf,200.98,18.46,18.46,30.76,112.79,51.27,10.25,10.25,104.59,213.29
19hpf,166.38,0,6.57,13.14,19.7,10.95,0,4.38,8.76,109.46
24hpf,295,3,34,41,96,39,21,4,65,86
2dpf,445.4,5,36.7,80.91,186,382.01,61.72,7.51,107.6,191
3dpf,2256.06,27.01,31.03,53.44,35.05,605.1,22.99,0,37.93,89.64
5dpf,175.72,24.29,47.55,84.24,32.04,373.15,36.18,19.64,56.33,253.25
10dpf,598.04,33.26,74.05,64.01,15.69,213.36,13.81,0,21.96,71.54
