stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6389.9,103.23,30.97,0,1032.29,82.58,0,185.81,2363.95,2260.72
12hpf,5796.75,175.43,26.99,167.71,1455.45,258.32,13.49,323.86,2432.82,1790.88
14hpf,5684.57,90.28,220.69,331.04,1156.98,518.3,96.97,137.1,2073.2,2146.76
16hpf,4772.25,205.08,256.35,328.13,1534.01,604.99,157.91,198.93,1870.35,2311.27
19hpf,7355.66,61.3,19.7,205.78,875.67,380.92,205.78,74.43,575.76,2401.54
24hpf,5295,97,140,316,1429,620,241,37,1173,1179
2dpf,2869.22,70.06,120.11,377.84,1491.33,2482.21,293.59,105.09,881.62,1179.38
3dpf,5238.47,70.11,59.19,128.15,226.98,2684.17,79.3,1.72,260.31,328.12
5dpf,730.28,59.44,137.99,272.89,195.88,1964.98,165.39,116.8,396.92,1038.83
10dpf,1009.7,29.49,84.72,85.34,58.36,494.5,52.71,2.51,60.87,62.13
