stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.83,0,3.34,0.83
3dpf,1.72,1.15,0,0,0,0
5dpf,0.52,1.55,0,1.03,0.52,1.03
10dpf,1.26,3.14,0,0.63,0.63,0
