stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.5,0.83,0.83,4.17,0.83,0.83
3dpf,22.41,0,0.57,1.15,0,0
5dpf,0.52,0,0,2.07,0,0
10dpf,8.16,0.63,0,0,0,0
