stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,4.17,1.67,0,0.83,0.83,0.83,0,38.37
3dpf,1.15,0,0,0,0.57,0,0,5.17
5dpf,1.03,0,0.52,0.52,1.03,0,0.52,32.56
10dpf,0.63,0.63,0,0,0,0,0,6.9
