stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,82.58,10.32,0,0,30.97,0,0,10.32,30.97,41.29
12hpf,19.28,1.93,0,3.86,9.64,1.93,0,1.93,17.35,7.71
14hpf,70.22,0,20.06,26.75,16.72,0,0,3.34,33.44,20.06
16hpf,36.91,2.05,34.86,10.25,8.2,4.1,4.1,2.05,22.56,20.51
19hpf,63.49,0,26.27,4.38,13.14,4.38,0,0,0,10.95
24hpf,56,1,247,4,13,11,1,1,28,8
2dpf,265.24,6.67,35.03,60.05,114.27,208.52,30.03,5,63.39,150.13
3dpf,1047.58,37.35,27.58,32.75,28.73,325.25,11.49,0,29.31,76.43
5dpf,128.69,39.8,90.96,102.33,43.93,361.26,25.32,14.99,65.64,273.4
10dpf,627.53,95.39,116.72,75.3,38.91,441.78,37.02,1.26,72.17,111.07
