stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,0,0,2.19,0,0
24hpf,0,0,21,0,0
2dpf,0,0,13.35,0,0
3dpf,1.15,0,6.32,0,0
5dpf,0,0,2.58,0.52,0.52
10dpf,1.26,0.63,1.26,0,0
