stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0,0,1.67
3dpf,1.72,0.57,0,0.57,1.15
5dpf,1.03,0.52,0.52,0,9.82
10dpf,0.63,0.63,0.63,0,3.77
