stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.72,0,0,0,0,0.57,0,0
5dpf,0.52,0.52,0.52,0.52,0.52,1.55,0,1.03
10dpf,0.63,0,4.39,0,0,2.51,0.63,0
