stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,1.67,2.5
3dpf,27.58,0,0,1.15,0,0
5dpf,1.03,1.03,0.52,2.58,0.52,2.58
10dpf,15.06,0,0.63,0.63,0.63,0.63
